Transaction ID,Customer ID,Date,Amount,Product
T00050,C7100,2023-05-26,282.0934257158643,Laptop
T00051,C9671,2023-07-12,327.5526234422274,Cable
T00052,C0776,2023-08-12,760.7409507593903,Webcam
T00053,C8227,2023-02-22,814.6922110471387,Keyboard
T00054,C3153,2023-12-11,251.14947025069182,Keyboard
T00055,C1586,2023-03-26,939.4045099796163,Cable
T00056,C3944,2023-05-09,324.72929675309416,Mouse
T00057,C7556,2023-07-30,712.9541945394642,Desk
T00058,C3074,2023-12-18,622.5137644063041,Keyboard
T00059,C1022,2023-09-21,39.38932126871383,Mouse
T00060,C3844,2023-07-02,862.7221752030413,Mouse
T00061,C7990,2023-09-29,634.9302968272924,Speaker
T00062,C9693,2023-08-15,583.5651726652075,Keyboard
T00063,C6874,2023-11-18,556.6537038174203,Headphones
T00064,C5676,2023-01-12,668.4632739019863,Webcam
T00065,C0162,2023-04-03,91.64650080632578,Webcam
T00066,C4298,2023-11-26,759.9240346370468,Keyboard
T00067,C0996,,312.3575876814091,Chair
T00068,C7630,2023-03-27,427.40377576580124,Desk
T00069,C9468,2023-12-20,50.8892895415163,Monitor
T00070,C1017,2023-10-04,146.2673206855972,Keyboard
T00071,C7870,2023-10-20,808.8895813657807,Cable
T00072,C6440,2023-09-18,372.9471549217003,Monitor
T00073,C7893,2023-07-17,730.0703708998342,Cable
T00074,C6864,2023-11-19,379.43009515226635,Webcam
T00075,C7917,2023-01-10,869.6064674409872,Chair
T00076,C8530,2023-03-29,495.4236234478398,Headphones
T00077,C0879,2023-12-06,328.8161901023699,Monitor
T00078,C9269,2023-11-14,,Laptop
T00079,C4888,2023-02-06,573.1413027812208,Chair
T00080,C4860,2023-08-11,568.2019761526215,Chair
T00081,C6332,2023-06-24,725.3434887524378,Keyboard
T00082,C8572,2023-07-28,988.0471358937125,Headphones
T00083,C8685,2023-02-18,377.7053005353442,Mouse
T00084,C7209,2023-01-24,538.0084389224414,Laptop
T00085,C5277,2023-12-04,,Monitor
T00086,C2063,2023-04-16,394.0497828652834,Laptop
T00087,C0065,2023-11-07,71.72319081348904,Desk
T00088,C8007,2023-09-20,404.6828530099302,Chair
T00089,C2569,2023-07-25,203.14107528467565,Webcam
T00090,C5464,2023-06-18,612.6815572608466,Speaker
T00091,C2028,2023-06-07,52.53204722459009,Cable
T00092,C2696,2023-08-29,137.55551049177808,Cable
T00093,C9688,2023-05-03,541.9447318461151,Monitor
T00094,C5259,2023-01-20,415.38414849839216,Laptop
T00095,C5619,2023-02-25,414.686445063052,Keyboard
T00096,C6737,2023-10-07,546.0366341333664,Laptop
T00097,C0392,,239.01838471082166,Monitor
T00098,C5893,2023-05-20,152.68141791420626,Desk
T00099,C3562,2023-04-01,95.40620089157773,Webcam
T00100,C6185,2023-09-28,880.8009682021691,Laptop
T00101,C3100,2023-11-25,776.7884851998708,Mouse
T00102,C6279,2023-07-29,377.77961661344796,Speaker
T00103,C8393,2023-06-25,282.62704848422254,Speaker
T00104,C3105,2023-03-02,523.9208864003564,Desk
T00105,C7216,2023-10-11,93.99364763356569,Cable
T00106,C2455,2023-01-03,918.389087570116,Laptop
T00107,C8997,2023-09-29,580.5729754153882,Monitor
T00108,C2732,2023-06-13,931.8286238791342,Mouse
T00109,C8155,2023-01-09,946.164086249539,Webcam
T00110,C9763,,549.8290552288123,Monitor
T00111,C5057,2023-03-15,,Mouse
T00112,C8111,2023-08-26,309.7860325217789,Chair
T00113,C3841,,820.5156845145023,Speaker
T00114,C1029,2023-04-18,947.2954239142922,Chair
T00115,C7386,2023-01-13,184.76200768963662,Headphones
T00116,C0503,2023-08-22,785.9234534017908,Headphones
T00117,C6911,2023-09-02,191.00450959165846,Webcam
T00118,C9063,2023-11-17,186.93686389278616,Monitor
T00119,C6939,2023-04-02,270.0436362773886,Mouse
T00120,C4489,2023-12-26,694.8887282106457,Mouse
T00121,C0207,2023-07-17,79.44332242751446,Headphones
T00122,C5135,2023-04-26,,Chair
T00123,C5978,2023-05-11,529.6611828749637,Keyboard
T00124,C7722,2023-12-31,798.7304085320206,Webcam
T00125,C7036,2023-06-02,340.2097779235038,Mouse
T00126,C1485,,503.08717705209193,Chair
T00127,C7859,2023-04-18,632.9511139382714,Speaker
T00128,C0864,2023-01-16,263.7763759748034,Speaker
T00129,C2791,2023-10-26,,Desk
T00130,C7409,2023-02-25,368.1632054143412,Headphones
T00131,C8756,2023-04-13,749.9434885403083,Mouse
T00132,C5117,2023-07-27,,Mouse
T00133,C6020,2023-05-31,645.3245567081806,Laptop
T00134,C1758,2023-09-19,414.3087655764394,Chair
T00135,C7575,2023-02-12,866.8955110672478,Laptop
T00136,C6375,2023-10-27,785.9896658907408,Webcam
T00137,C6893,2023-04-28,568.2734768072866,Desk
T00138,C1679,2023-12-02,319.94427033913996,Mouse
T00139,C3243,2023-10-06,563.4964072401605,Monitor
T00140,C4637,2023-05-24,95.8927095464652,Desk
T00141,C1060,2023-08-16,546.3502390614493,Webcam
T00142,C6669,2023-07-23,702.4066655686245,Desk
T00143,C9915,2023-08-17,921.9756954821185,Webcam
T00144,C3158,2023-09-22,720.9284188954931,Mouse
T00145,C5916,2023-05-17,242.00569793935998,Cable
T00146,C9790,2023-08-28,61.19308983653061,Chair
T00147,C2694,2023-07-05,292.6043889776579,Cable
T00148,C3628,,402.9797882250856,Chair
T00149,C9556,2023-05-31,24.014973725823175,Speaker
T00150,C5451,2023-11-21,946.5589996297464,Cable
T00151,C1664,2023-10-18,589.5124796900963,Cable
T00152,C9722,2023-12-19,945.6507605216841,Mouse
T00153,C5593,2023-04-20,353.99335970846175,Mouse
T00154,C7393,2023-02-09,720.4844810557802,Laptop
T00155,C1307,2023-05-22,645.3678611138877,Keyboard
T00156,C6777,2023-12-06,252.01847574507707,Cable
T00157,C5865,2023-01-13,280.8596420146233,Speaker
T00158,C9475,2023-02-22,,Keyboard
T00159,C7527,2023-03-21,202.45531323376719,Cable
T00160,C8902,,336.32411876389517,Laptop
T00161,C5576,,,Chair
T00162,C5531,2023-02-08,251.34265513993645,Chair
T00163,C4414,2023-08-15,294.2233392357486,Monitor
T00164,C3749,2023-12-06,897.10978354909,Desk
T00165,C0664,2023-05-01,477.0376321510097,Laptop
T00166,C1999,2023-03-06,711.2875565109648,Desk
T00167,C7995,2023-10-23,276.7615222722565,Keyboard
T00168,C1496,2023-07-24,599.9617485101265,Cable
T00169,C3305,2023-05-15,686.5899911122592,Keyboard
T00170,C3764,2023-02-14,310.31648722588284,Webcam
T00171,C5233,2023-10-05,443.2315328172398,Speaker
T00172,C1854,2023-05-15,844.3361311623049,Webcam
T00173,C6586,2023-02-21,706.7933148487249,Mouse
T00174,C1292,2023-08-17,895.0692773913828,Monitor
T00175,C3582,2023-12-22,193.23120977172027,Desk
T00176,C7555,2023-03-09,676.3950863970299,Keyboard
T00177,C7281,2023-07-17,25.26344195992332,Cable
T00178,C1637,2023-03-08,248.56841740781442,Mouse
T00179,C3697,2023-01-03,68.00027111030828,Speaker
T00180,C0699,2023-02-27,,Monitor
T00181,C4738,2023-09-13,510.2052290705204,Desk
T00182,C0855,2023-12-22,509.10986656862866,Speaker
T00183,C8165,2023-09-22,412.2793737645679,Keyboard
T00184,C5856,2023-01-16,,Desk
T00185,C7393,2023-09-25,764.5129357158438,Headphones
T00186,C6529,2023-04-12,719.7736995587286,Headphones
T00187,C5250,2023-10-14,718.7830233572254,Headphones
T00188,C5173,2023-08-10,994.2890386104838,Monitor
T00189,C1708,2023-01-21,839.9508258427476,Keyboard
T00190,C5792,2023-01-21,274.20690801962576,Webcam
T00191,C9926,2023-04-02,154.17030445366225,Headphones
T00192,C5536,2023-10-11,455.18406486722546,Mouse
T00193,C4932,2023-05-13,,Headphones
T00194,C3511,2023-11-23,166.70970516814032,Monitor
T00195,C0203,2023-11-25,778.1315838022157,Monitor
T00196,C4219,2023-06-24,939.9898570864763,Laptop
T00197,C8959,,147.24500096708664,Headphones
T00198,C4390,2023-05-28,686.2579698865619,Cable
T00199,C2328,2023-08-20,222.74896413345053,Keyboard
T00200,C8005,2023-06-14,995.7076086973515,Keyboard
T00201,C2932,2023-11-10,892.4599792548481,Monitor
T00202,C7778,2023-05-25,377.66391721370127,Chair
T00203,C0198,2023-10-25,53.42788622866152,Mouse
T00204,C7126,,54.69396572444874,Cable
T00205,C1931,2023-12-19,497.51703691292465,Desk
T00206,C6288,2023-03-03,957.9716791822879,Laptop
T00207,C8801,2023-04-06,847.7975912449597,Mouse
T00208,C9340,2023-04-22,484.0517036478932,Mouse
T00209,C4283,2023-03-28,224.3343514437025,Chair
T00210,C2512,2023-09-12,75.66789444852469,Laptop
T00211,C9987,2023-04-23,391.0722322439702,Webcam
T00212,C0660,2023-09-11,818.218615447012,Mouse
T00213,C2812,2023-12-14,490.25707214872534,Cable
T00214,C7099,2023-11-18,479.2878073792274,Keyboard
T00215,C6547,2023-02-01,481.19199770649124,Headphones
T00216,C9562,2023-03-05,219.20217919337688,Laptop
T00217,C1987,2023-06-03,813.3355954451538,Chair
T00218,C8339,2023-01-05,755.6895519384323,Laptop
T00219,C2912,2023-11-26,306.0690199612505,Speaker
T00220,C1735,,191.91631088806778,Mouse
T00221,C1844,2023-04-02,790.9825563000618,Chair
T00222,C8681,2023-08-10,977.5211625168657,Monitor
T00223,C2977,2023-07-09,147.43663720432514,Laptop
T00224,C1960,,167.73193244772065,Laptop
T00225,C5760,2023-07-24,594.3716795093949,Desk
T00226,C6695,2023-07-31,487.87520221790754,Speaker
T00227,C2386,2023-09-15,160.47835700200827,Webcam
T00228,C4737,2023-03-30,604.0259403983018,Laptop
T00229,C1803,2023-08-24,,Desk
T00230,C8156,2023-12-29,498.2263123845172,Speaker
T00231,C8121,2023-11-28,124.78020742502474,Webcam
T00232,C6617,2023-07-15,386.2805806573418,Keyboard
T00233,C5535,,983.2509422555244,Speaker
T00234,C4062,2023-07-02,374.5143364780791,Laptop
T00235,C0263,2023-09-08,355.6944534474139,Cable
T00236,C6288,2023-08-12,439.8531255415513,Cable
T00237,C8816,2023-06-20,556.7328616868168,Keyboard
T00238,C9209,2023-07-17,19.92342111855232,Chair
T00239,C2050,2023-09-06,818.1133075434686,Chair
T00240,C5424,2023-06-30,304.2162826733036,Mouse
T00241,C4549,2023-10-04,848.4592788914564,Cable
T00242,C3109,,149.17030276121943,Cable
T00243,C7159,2023-06-10,436.4726132794889,Keyboard
T00244,C7401,2023-09-05,988.0367693438913,Cable
T00245,C3171,2023-11-15,200.84390762865334,Headphones
T00246,C9875,2023-07-07,516.8128999028668,Monitor
T00247,C2256,2023-01-19,328.41398076985985,Monitor
T00248,C1155,2023-09-01,650.9785524102854,Monitor
T00249,C4500,2023-04-23,81.34614155083639,Desk
T00250,C6296,2023-10-05,807.2722791512158,Chair
T00251,C6198,2023-02-20,641.1897953134091,Keyboard
T00252,C9889,2023-12-10,869.7476236188724,Desk
T00253,C1649,2023-05-03,762.8910019596451,Laptop
T00254,C5540,2023-08-26,145.3918603277738,Laptop
T00255,C9638,2023-11-15,869.9241047573897,Speaker
T00256,C4200,2023-03-03,397.41372022606316,Chair
T00257,C8446,2023-03-15,495.5403198527199,Monitor
T00258,C2558,,69.87451274270349,Laptop
T00259,C5593,2023-02-01,234.58569652135768,Headphones
T00260,C0099,2023-06-02,297.9180675078462,Cable
T00261,C2201,2023-05-24,807.1599041229813,Desk
T00262,C2962,2023-01-15,480.29355040885906,Mouse
T00263,C4974,2023-10-31,370.3205569210857,Speaker
T00264,C4434,,949.1379798965409,Cable
T00265,C2870,2023-09-02,244.81747452890232,Keyboard
T00266,C0957,2023-10-06,486.93917398691656,Webcam
T00267,C8353,2023-02-24,266.15967645459364,Headphones
T00268,C5700,2023-02-11,241.79428649504018,Cable
T00269,C6945,2023-12-25,,Monitor
T00270,C4494,2023-02-21,567.2047778799378,Monitor
T00271,C9493,2023-01-11,10.07796626366,Chair
T00272,C4912,2023-11-07,156.0568257092837,Chair
T00273,C3988,2023-03-29,881.6333722138987,Speaker
T00274,C9720,2023-08-15,71.59455272668403,Headphones
T00275,C6016,2023-04-24,894.4820194127393,Cable
T00276,C1219,2023-01-25,213.44884865121705,Mouse
T00277,C4497,2023-04-02,981.7939116723664,Keyboard
T00278,C4736,2023-03-28,627.1978281085586,Keyboard
T00279,C4556,2023-03-22,981.1343635597259,Chair
T00280,C9147,,521.012418682211,Mouse
T00281,C8051,2023-09-07,785.4235543662235,Laptop
T00282,C3447,2023-07-29,281.24332884267716,Mouse
T00283,C1046,2023-01-09,164.32950508747012,Desk
T00284,C6894,2023-04-09,113.79110666210308,Chair
T00285,C1694,2023-02-05,338.6415048499011,Cable
T00286,C3437,2023-02-26,392.012378424555,Headphones
T00287,C8755,2023-03-04,326.81178789584794,Webcam
T00288,C5896,2023-12-04,961.3125290234293,Webcam
T00289,C3355,2023-10-03,147.87704289383612,Laptop
T00290,C0226,2023-08-01,209.46693315580384,Monitor
T00291,C4894,2023-10-30,211.89094397776893,Keyboard
T00292,C7023,2023-01-20,734.7312432372371,Headphones
T00293,C9152,2023-09-04,670.5158906220815,Headphones
T00294,C5601,2023-01-06,185.37759322997053,Laptop
T00295,C7997,,35.627315242237344,Cable
T00296,C9008,2023-04-17,49.186036688508445,Cable
T00297,C7684,2023-04-03,250.81907381294587,Cable
T00298,C4643,2023-10-12,758.2238904197558,Webcam
T00299,C7680,2023-12-22,897.788398768554,Speaker
T00300,C8209,2023-08-07,903.7984518895144,Speaker
T00301,C7340,2023-02-18,437.9619144314017,Speaker
T00302,C9436,2023-12-30,823.4765851635509,Chair
T00303,C2206,2023-10-22,721.2225677777444,Desk
T00304,C1070,2023-10-15,81.36931354333069,Speaker
T00305,C3445,2023-06-26,922.1688492414515,Laptop
T00306,C1061,2023-10-26,547.1405940660941,Speaker
T00307,C2328,2023-04-18,468.13153846223844,Keyboard
T00308,C3421,,590.6422455331534,Laptop
T00309,C0302,2023-10-28,185.46444353745116,Chair
T00310,C0607,2023-03-06,168.15230346762758,Laptop
T00311,C3171,2023-11-02,441.4140943799582,Laptop
T00312,C0700,2023-02-23,578.3206770389859,Desk
T00313,C5089,2023-11-03,66.5755590499906,Chair
T00314,C9332,2023-10-26,94.31824210652442,Desk
T00315,C0191,2023-11-16,940.7954076426266,Headphones
T00316,C0981,2023-01-30,363.2898416569757,Speaker
T00317,C2976,2023-09-03,117.90271737772068,Desk
T00318,C6103,2023-07-29,157.1234695581361,Chair
T00319,C1185,2023-08-09,401.8378907892936,Webcam
T00320,C3328,2023-06-19,849.0065917761387,Speaker
T00321,C3395,2023-12-09,352.30599175494086,Chair
T00322,C8320,2023-08-02,737.4048266808144,Chair
T00323,C1817,2023-11-18,298.3702921526607,Chair
T00324,C5855,2023-03-10,451.23730271163737,Mouse
T00325,C6710,2023-08-22,253.70725121211345,Monitor
T00326,C0570,2023-01-15,735.9744118517358,Cable
T00327,C5443,2023-05-14,788.9157736659876,Mouse
T00328,C1896,2023-07-25,465.3141680338088,Desk
T00329,C2734,2023-01-24,719.1504191058739,Speaker
T00330,C3864,2023-03-26,327.3560735041299,Desk
T00331,C7456,2023-05-22,,Mouse
T00332,C4015,2023-05-20,877.0630529662991,Laptop
T00333,C1687,2023-11-20,56.154264609107095,Cable
T00334,C3010,2023-05-02,462.3302637381923,Cable
T00335,C7807,2023-10-27,64.70325517549648,Chair
T00336,C0155,2023-12-07,437.9969111942762,Desk
T00337,C1410,,,Webcam
T00338,C0785,2023-07-27,758.1155041583074,Laptop
T00339,C8097,2023-06-15,312.8836287491903,Webcam
T00340,C7561,2023-02-10,784.3023645831414,Monitor
T00341,C7344,2023-05-02,67.5086937609494,Chair
T00342,C7207,2023-02-13,236.34911024126131,Chair
T00343,C5597,,608.7802917578816,Webcam
T00344,C5802,2023-12-14,17.511398682120472,Desk
T00345,C2807,2023-09-29,644.5538392502873,Monitor
T00346,C0538,2023-06-15,721.7503066736099,Mouse
T00347,C5987,2023-09-07,843.7625670247498,Desk
T00348,C1842,2023-03-27,765.4297530225183,Desk
T00349,C8717,2023-05-17,934.842872168097,Speaker
T00350,C6972,2023-11-29,535.157683606095,Chair
T00351,C5626,2023-02-08,745.4307030291797,Desk
T00352,C2951,2023-03-28,813.4640043020885,Cable
T00353,C7993,2023-06-04,638.1645745865751,Cable
T00354,C4781,2023-06-09,931.0809582118105,Headphones
T00355,C2369,2023-03-05,478.43073895019654,Chair
T00356,C6656,2023-08-11,232.90234340487865,Speaker
T00357,C8174,2023-12-28,272.26661118670154,Headphones
T00358,C4496,2023-12-12,365.2308302107591,Headphones
T00359,C9164,,739.2005878050954,Speaker
T00360,C6003,2023-07-23,561.0553324619635,Laptop
T00361,C6615,2023-03-08,935.3133378668024,Webcam
T00362,C9359,2023-01-05,899.5027275515994,Monitor
T00363,C5920,2023-02-28,462.89958477380986,Chair
T00364,C0854,2023-03-17,401.95434451089733,Monitor
T00365,C4147,2023-09-17,970.7514465725119,Desk
T00366,C3770,2023-09-05,486.5117062385411,Chair
T00367,C0575,2023-01-16,,Keyboard
T00368,C1149,2023-03-16,244.34235863024995,Headphones
T00369,C6294,2023-12-22,891.603104288923,Laptop
T00370,C6458,2023-06-25,276.68454013437565,Chair
T00371,C7510,2023-11-18,646.5899631898865,Laptop
T00372,C9908,,999.131711588891,Chair
T00373,C4778,2023-10-04,577.6127334009482,Keyboard
T00374,C3855,2023-10-09,829.8396523370727,Mouse
T00375,C2492,2023-06-17,256.29309205024344,Chair
T00376,C3125,,,Speaker
T00377,C5692,2023-11-18,472.00758987456226,Laptop
T00378,C3052,2023-12-02,380.3990373155583,Desk
T00379,C0005,2023-09-26,70.87358921720102,Keyboard
T00380,C5223,2023-01-01,745.3741529240366,Speaker
T00381,C5316,2023-06-20,976.9752088784494,Mouse
T00382,C4870,2023-05-09,626.6425183983825,Monitor
T00383,C0877,2023-06-17,85.87683935487902,Monitor
T00384,C9184,2023-03-02,668.9416687695551,Webcam
T00385,C7028,2023-04-27,998.4245875457271,Chair
T00386,C4143,2023-11-18,753.4280775094078,Laptop
T00387,C6967,2023-05-03,429.0846793999953,Keyboard
T00388,C7080,2023-09-17,978.8189406885709,Monitor
T00389,C7988,,911.7726056287273,Webcam
T00390,C6800,2023-10-19,779.1854397796304,Keyboard
T00391,C4466,2023-12-18,931.7757273371558,Desk
T00392,C0636,2023-07-05,775.039780242949,Monitor
T00393,C1694,2023-03-26,977.2163328471672,Monitor
T00394,C9875,2023-08-06,760.7649495127093,Monitor
T00395,C4753,2023-05-23,156.81867223101284,Speaker
T00396,C8312,2023-03-31,108.3229141477017,Mouse
T00397,C0831,,253.7514902855178,Headphones
T00398,C5178,2023-09-25,146.09798029145998,Mouse
T00399,C9562,2023-03-17,568.8851853972694,Cable
T00400,C8933,2023-03-10,664.1335802980558,Desk
T00401,C8309,2023-10-25,133.7424190061912,Headphones
T00402,C5950,2023-06-09,16.95891350073232,Monitor
T00403,C2839,2023-01-08,700.1799824877307,Speaker
T00404,C1151,2023-08-07,59.64316604550493,Webcam
T00405,C7561,2023-11-06,724.0977394279103,Speaker
T00406,C1932,2023-03-29,79.81003291537407,Keyboard
T00407,C9205,2023-05-21,963.7480966366236,Monitor
T00408,C1665,2023-01-29,257.0671703058975,Cable
T00409,C1082,2023-01-13,76.83542462202855,Speaker
T00410,C0513,2023-11-10,625.8011758037911,Mouse
T00411,C7806,2023-03-04,725.4235310570905,Headphones
T00412,C5238,2023-12-09,924.9062398635066,Chair
T00413,C0560,2023-06-24,827.4944262045792,Monitor
T00414,C3673,2023-08-04,288.7705757168693,Laptop
T00415,C7405,2023-08-23,208.09077203694667,Cable
T00416,C3344,2023-03-28,312.4485829761518,Laptop
T00417,C4071,2023-03-15,249.09406155222203,Headphones
T00418,C9663,2023-10-21,722.8295803743356,Headphones
T00419,C0581,,701.7048880809587,Cable
T00420,C7005,2023-03-10,564.3461599313548,Speaker
T00421,C8131,2023-08-11,79.31866362989449,Chair
T00422,C3148,2023-10-12,953.831176569205,Laptop
T00423,C4250,2023-05-02,356.33456505160467,Laptop
T00424,C1680,2023-09-20,816.3477478465037,Webcam
T00425,C3507,2023-08-09,799.2574255244001,Chair
T00426,C7254,2023-11-07,303.81638445198536,Webcam
T00427,C2745,,255.77572771619236,Cable
T00428,C9436,2023-09-20,539.836926837428,Desk
T00429,C5189,2023-04-02,364.1835922143455,Keyboard
T00430,C2142,2023-09-23,,Speaker
T00431,C6618,,,Keyboard
T00432,C2480,2023-03-15,774.0262127771559,Speaker
T00433,C6485,2023-11-10,30.846664242728917,Webcam
T00434,C9828,2023-03-31,847.307163417552,Chair
T00435,C7422,2023-12-20,,Monitor
T00436,C9950,2023-10-23,528.8722669215416,Laptop
T00437,C4453,2023-05-09,396.46602806692556,Keyboard
T00438,C5882,2023-02-18,620.3128562252451,Webcam
T00439,C6666,2023-03-27,263.55785256349054,Monitor
T00440,C2850,2023-05-24,580.1148700837371,Webcam
T00441,C7391,2023-05-15,654.4558692082923,Desk
T00442,C6906,2023-04-25,679.7489550585912,Laptop
T00443,C2490,2023-10-04,426.64107907457753,Mouse
T00444,C9824,2023-03-07,79.20944004366156,Webcam
T00445,C9208,2023-07-06,424.0256204118458,Monitor
T00446,C9541,2023-12-11,902.4171351736717,Laptop
T00447,C4612,2023-07-20,541.6821211547465,Mouse
T00448,C2840,2023-05-18,48.72042307426938,Monitor
T00449,C8528,2023-02-21,380.2115752368435,Mouse
T00450,C5879,2023-08-01,619.6092520678586,Mouse
T00451,C9088,2023-06-07,287.4105700431708,Speaker
T00452,C6304,2023-10-17,195.8350029264734,Monitor
T00453,C0852,2023-12-16,582.1873579291523,Keyboard
T00454,C1688,2023-07-25,611.454944975393,Mouse
T00455,C6834,2023-12-08,464.47394178321633,Desk
T00456,C2428,2023-11-17,101.57213367784315,Keyboard
T00457,C9761,2023-11-12,741.2707472196336,Desk
T00458,C4001,2023-05-16,758.2530598473605,Laptop
T00459,C5053,2023-03-16,397.0117460343955,Chair
T00460,C2739,2023-03-10,18.78795299582184,Chair
T00461,C5733,,641.0962972892193,Chair
T00462,C5388,2023-02-18,978.2353050025591,Keyboard
T00463,C8003,2023-07-21,492.0089635787312,Mouse
T00464,C5537,2023-03-03,690.7820645158641,Mouse
T00465,C3914,2023-06-16,532.103036017553,Cable
T00466,C1067,2023-07-24,245.20864369482058,Mouse
T00467,C7724,2023-05-29,,Mouse
T00468,C4381,2023-05-01,960.9581425452648,Headphones
T00469,C4108,2023-11-05,599.264040967074,Monitor
T00470,C5727,2023-04-07,196.0307971964176,Webcam
T00471,C3374,2023-02-22,59.3006620531813,Headphones
T00472,C8946,2023-01-09,62.741623569020625,Headphones
T00473,C2083,2023-11-27,505.5980743439367,Webcam
T00474,C8968,2023-09-08,113.97719824974556,Speaker
T00475,C6749,2023-12-26,834.3250897298179,Headphones
T00476,C9818,2023-12-15,348.9594572781512,Chair
T00477,C0418,2023-05-04,390.1870393816434,Monitor
T00478,C8307,2023-05-02,350.8033849210224,Laptop
T00479,C8809,2023-07-18,539.6639354046928,Desk
T00480,C3975,2023-11-13,998.2105283204617,Cable
T00481,C3268,2023-04-05,,Cable
T00482,C0826,2023-01-30,239.48685797437568,Chair
T00483,C7669,2023-04-02,898.5312094558304,Chair
T00484,C5746,2023-03-25,586.4546792029756,Keyboard
T00485,C9709,2023-01-15,733.9294145883168,Webcam
T00486,C0413,2023-05-23,525.4003230977294,Monitor
T00487,C7544,2023-11-05,664.3119743630868,Laptop
T00488,C7588,,397.8576601346214,Desk
T00489,C0729,,289.260417396727,Chair
T00490,C7165,2023-11-22,508.31102647168217,Cable
T00491,C8868,2023-12-31,480.6491541148989,Monitor
T00492,C5989,2023-05-24,401.4306698935381,Cable
T00493,C2505,2023-03-28,791.0688835024333,Cable
T00494,C2968,2023-07-12,720.1470945694572,Keyboard
T00495,C2787,,294.2408300650968,Webcam
T00496,C1123,2023-09-20,205.35665742229935,Headphones
T00497,C4080,2023-10-22,14.728558133902943,Webcam
T00498,C1572,2023-12-26,979.9198822208397,Monitor
T00499,C5074,2023-02-19,358.24937497665076,Keyboard
T00500,C5105,2023-02-17,616.169848591836,Webcam
T00501,C2144,2023-02-18,750.1486043298605,Mouse
T00502,C9880,2023-06-17,213.82153932654597,Desk
T00503,C6807,2023-06-16,670.7520706649489,Chair
T00504,C7358,2023-03-23,123.11943916988648,Laptop
T00505,C3441,2023-03-04,105.80651302634028,Speaker
T00506,C3767,2023-08-16,309.99660306171097,Speaker
T00507,C5645,2023-08-02,327.1118157323028,Chair
T00508,C2915,2023-05-10,188.05783980471602,Mouse
T00509,C4969,,,Chair
T00510,C5918,,621.3544135692242,Cable
T00511,C8788,2023-04-06,927.276926540496,Cable
T00512,C0729,2023-08-20,705.0411296150257,Laptop
T00513,C1366,2023-08-26,527.5200156513243,Mouse
T00514,C4493,2023-01-18,543.9917550964835,Speaker
T00515,C0699,2023-12-10,578.700639506819,Keyboard
T00516,C7187,2023-11-20,294.9874534932207,Mouse
T00517,C0396,2023-09-03,,Laptop
T00518,C7401,2023-03-01,657.0065097851112,Chair
